phase_detector: pfd
fo(VCO_freq_in_Hz): 1.200000e+10
VCO_clock_dutycycle: 0.4000
tauff(sec): 1.0000e-11
tauh(sec): 1.0000e-11
taucp_min(sec): 1.0000e-12
pfd_deadzone(UI): 0.0000
fin(input_freq_in_Hz): 1.000000e+08
feedback_divider: 120
feedback_divider_delay(sec): 0.0000e+00
feedback_divider_clock_duty_cycle: 0.1000
jitter_amp(UIpp): 0.00 UI
Jitter_freqs(Hz): 0.0000e+00
phase0(degrees): 0.00
TSTART(sec): 0.000000e+00
TSTART_jt(sec): 2.000000e-06
TSTOP(sec): 2.000000e-06
deltat(sec): 1.000000e-13
lock_detect_tau(sec): 1.000000e-07
lock_detect_delta_vc_limit(%): 1.000000e-01
lock_detect_rphase_pp_limit(UIpp): 1.500000e-01
lock_detect_rphase_pp_loss_lock_limit(UIpp): 3.000000e-01
number_of_print_points: 5001
phase_freq_step_time(sec): 1.000000e+00
phase_step(sec): 0.0000e+00
freq_step(ppm): 0.0000e+00
ssc_start_time(sec): 1.000000e+00
max_pos_ssc(ppm): 0.00
max_neg_ssc(ppm): 0.00
freq_ssc(Hz): 0.0000e+00
phase_detector_logic_hi(V): 600.000
phase_detector_logic_low(V): -600.000
signal_source_vs1(V): 0.000
signal_source_vs2(V): 0.000
vc_model: poly
vc_polynomial_coeff.(Hz/V): -3.698400e-02,8.702100e-02
vco_bandwidth(Hz): 4.0000e+07
power_supply_max(V): 0.8500
power_supply_min(V): 0.0000
random_noise_sigma(UI_on_fin): 0.0000
RS1(ohms): 1.0000e+12
RS2(ohms): 1.0000e+12
R1(ohms): 1.0000e+06
RZERO(ohms): 1.2000e+04
R3(ohms): 1.0000e+00
C1(farads): 2.4070e-11
C2(farads): 3.6000e-13
initvc(V): 0.2000
Output_base_filename "sample_octave_output_file_v1p76"
Time(s),vpd(V),vs1(V),vs2(V),vc1(V),vc(V),phasein(UI),phaseo(UI),phaseo_delayed(UI),rphase(UI),vc2(V),VIN,CLK,VCO_CLK,CLKIN,freq (ppm from fin),VOUT
1.676799999750e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244916539378e-01,4.249011805169e-01,0.000000000000e+00,-1.154414464111e-04,-1.154414464111e-04,-1.154414464111e-04,4.249012146446e-01,0,0,0,0,1.382385608428e+01,0
1.677199999750e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244921952320e-01,4.248649910573e-01,0.000000000000e+00,-1.149343395923e-04,-1.149343395923e-04,-1.149343395639e-04,4.248650221241e-01,0,0,1,0,1.151681211962e+01,0
1.677599999750e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244926879764e-01,4.248320474137e-01,0.000000000000e+00,-1.145209633080e-04,-1.145209633080e-04,-1.145209633080e-04,4.248320756941e-01,0,0,1,0,9.143141978411e+00,0
1.677999999750e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244931365255e-01,4.248020584702e-01,0.000000000000e+00,-1.142033214308e-04,-1.142033214308e-04,-1.142033214023e-04,4.248020842141e-01,0,0,0,0,6.734983859981e+00,0
1.678399999749e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244935448431e-01,4.247747592210e-01,0.000000000000e+00,-1.139822415723e-04,-1.139822415723e-04,-1.139822415723e-04,4.247747826560e-01,0,0,0,0,4.319091242211e+00,0
1.678799999749e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244939165375e-01,4.247499084286e-01,0.000000000000e+00,-1.138575760820e-04,-1.138575760820e-04,-1.138575760535e-04,4.247499297617e-01,0,0,0,0,1.917555158978e+00,0
1.679199999749e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244942548935e-01,4.247272864920e-01,0.000000000000e+00,-1.138283791988e-04,-1.138283791988e-04,-1.138283791704e-04,4.247273059117e-01,0,0,1,0,-4.515611942840e-01,0
1.679599999749e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244945629012e-01,4.247066935059e-01,0.000000000000e+00,-1.138930498996e-04,-1.138930498996e-04,-1.138930498712e-04,4.247067111839e-01,0,0,1,0,-2.773665471328e+00,0
1.679999999748e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244948432825e-01,4.246879474947e-01,0.000000000000e+00,-1.140494671290e-04,-1.140494671290e-04,-1.140494671290e-04,4.246879635872e-01,0,0,0,0,-5.037147862992e+00,0
1.680399999748e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244974597859e-01,4.263448973634e-01,0.000000000000e+00,-1.140099331849e-04,-1.140099331849e-04,-1.140099331565e-04,4.263450513170e-01,0,1,0,1,6.965539023650e+00,0
1.680799999748e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244999016734e-01,4.261816428689e-01,0.000000000000e+00,-1.135269154986e-04,-1.135269154986e-04,-1.135269154702e-04,4.261817830145e-01,0,1,0,1,1.678531894202e+01,0
1.681199999748e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245021245477e-01,4.260330305995e-01,0.000000000000e+00,-1.126969746110e-04,-1.126969746110e-04,-1.126969746110e-04,4.260331581755e-01,0,0,1,1,2.436996278108e+01,0
1.681599999747e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245041480521e-01,4.258977473003e-01,0.000000000000e+00,-1.116027680723e-04,-1.116027680723e-04,-1.116027680723e-04,4.258978634340e-01,0,0,1,1,3.004947806960e+01,0
1.681999999747e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245059900679e-01,4.257745975015e-01,0.000000000000e+00,-1.103146099695e-04,-1.103146099695e-04,-1.103146099410e-04,4.257747032193e-01,0,0,0,1,3.411188460473e+01,0
1.682399999747e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245076668727e-01,4.256624929547e-01,0.000000000000e+00,-1.088920511449e-04,-1.088920511449e-04,-1.088920511165e-04,4.256625891907e-01,0,0,0,1,3.680816528131e+01,0
1.682799999747e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245091932844e-01,4.255604430159e-01,0.000000000000e+00,-1.073852688478e-04,-1.073852688478e-04,-1.073852688478e-04,4.255605306205e-01,0,0,0,1,3.835665954931e+01,0
1.683199999747e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245105827915e-01,4.254675458916e-01,0.000000000000e+00,-1.058362936419e-04,-1.058362936419e-04,-1.058362936419e-04,4.254676256390e-01,0,0,1,1,3.894696033026e+01,0
1.683599999746e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245118476730e-01,4.253829806697e-01,0.000000000000e+00,-1.042800867879e-04,-1.042800867879e-04,-1.042800867594e-04,4.253830532646e-01,0,0,1,1,3.874336872900e+01,0
1.683999999746e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245129991065e-01,4.253060000654e-01,0.000000000000e+00,-1.027454984524e-04,-1.027454984524e-04,-1.027454984524e-04,4.253060661493e-01,0,0,0,1,3.788795506763e+01,0
1.684399999746e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245140472671e-01,4.252359238175e-01,0.000000000000e+00,-1.012560882430e-04,-1.012560882430e-04,-1.012560882430e-04,4.252359839744e-01,0,0,0,1,3.650326957055e+01,0
1.684799999746e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245150014173e-01,4.251721326774e-01,0.000000000000e+00,-9.983086556531e-05,-9.983086556531e-05,-9.983086553689e-05,4.251721874388e-01,0,0,0,1,3.469474136558e+01,0
1.685199999745e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245158699889e-01,4.251140629362e-01,0.000000000000e+00,-9.848492894093e-05,-9.848492894093e-05,-9.848492891251e-05,4.251141127861e-01,0,0,1,0,3.255280032510e+01,0
1.685599999745e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245166606574e-01,4.250612014442e-01,0.000000000000e+00,-9.723002855822e-05,-9.723002855822e-05,-9.723002852979e-05,4.250612468231e-01,0,0,1,0,3.015475252478e+01,0
1.685999999745e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245173804098e-01,4.250130810758e-01,0.000000000000e+00,-9.607505646159e-05,-9.607505646159e-05,-9.607505643316e-05,4.250131223846e-01,0,0,0,0,2.756643678677e+01,0
1.686399999745e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245180356067e-01,4.249692766015e-01,0.000000000000e+00,-9.502647597515e-05,-9.502647597515e-05,-9.502647597515e-05,4.249693142053e-01,0,0,0,0,2.484368678904e+01,0
1.686799999744e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245186320378e-01,4.249294009306e-01,0.000000000000e+00,-9.408869473759e-05,-9.408869473759e-05,-9.408869470917e-05,4.249294351618e-01,0,0,0,0,2.203362056756e+01,0
1.687199999744e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245191749741e-01,4.248931016904e-01,0.000000000000e+00,-9.326439132451e-05,-9.326439132451e-05,-9.326439129609e-05,4.248931328514e-01,0,0,1,0,1.917577685600e+01,0
1.687599999744e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245196692133e-01,4.248600581124e-01,0.000000000000e+00,-9.255479849912e-05,-9.255479849912e-05,-9.255479847070e-05,4.248600864786e-01,0,0,1,0,1.630311559016e+01,0
1.687999999744e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245201191231e-01,4.248299781976e-01,0.000000000000e+00,-9.195994545053e-05,-9.195994545053e-05,-9.195994545053e-05,4.248300040196e-01,0,0,0,0,1.344289800368e+01,0
1.688399999743e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245205286793e-01,4.248025961363e-01,0.000000000000e+00,-9.147887229233e-05,-9.147887229233e-05,-9.147887226391e-05,4.248026196424e-01,0,0,0,0,1.061746004563e+01,0
1.688799999743e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245209015013e-01,4.247776699591e-01,0.000000000000e+00,-9.110981349636e-05,-9.110981349636e-05,-9.110981346794e-05,4.247776913570e-01,0,0,0,0,7.844891344318e+00,0
1.689199999743e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245212408838e-01,4.247549793990e-01,0.000000000000e+00,-9.085035517842e-05,-9.085035517842e-05,-9.085035517842e-05,4.247549988776e-01,0,0,1,0,5.139630587805e+00,0
1.689599999743e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245215498259e-01,4.247343239442e-01,0.000000000000e+00,-9.069756788449e-05,-9.069756788449e-05,-9.069756788449e-05,4.247343416758e-01,0,0,1,0,2.512986983970e+00,0
1.689999999742e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245218310578e-01,4.247155210671e-01,0.000000000000e+00,-9.064812570614e-05,-9.064812570614e-05,-9.064812570614e-05,4.247155372084e-01,0,0,0,0,-2.640360112494e-02,0
1.690399999742e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245220870648e-01,4.246984046108e-01,0.000000000000e+00,-9.069840575648e-05,-9.069840575648e-05,-9.069840575648e-05,4.246984193044e-01,0,1,0,1,-2.472180198554e+00,0
1.690799999742e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245223201093e-01,4.246828233209e-01,0.000000000000e+00,-9.084456829100e-05,-9.084456829100e-05,-9.084456829100e-05,4.246828366966e-01,0,1,0,1,-4.819909206491e+00,0
1.691199999742e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245225322509e-01,4.246686395090e-01,0.000000000000e+00,-9.108263043345e-05,-9.108263043345e-05,-9.108263043345e-05,4.246686516850e-01,0,0,1,1,-7.066781748707e+00,0
1.691599999741e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245227253643e-01,4.246557278358e-01,0.000000000000e+00,-9.140852429823e-05,-9.140852429823e-05,-9.140852429823e-05,4.246557389198e-01,0,0,1,1,-9.211350594687e+00,0
1.691999999741e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245229011561e-01,4.246439742038e-01,0.000000000000e+00,-9.181814840531e-05,-9.181814840531e-05,-9.181814837689e-05,4.246439842937e-01,0,0,0,1,-1.125330189557e+01,0
1.692399999741e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245230611799e-01,4.246332747488e-01,0.000000000000e+00,-9.230740803901e-05,-9.230740803901e-05,-9.230740801058e-05,4.246332839338e-01,0,0,0,1,-1.319325754823e+01,0
1.692799999741e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245232068499e-01,4.246235349221e-01,0.000000000000e+00,-9.287224824561e-05,-9.287224824561e-05,-9.287224821719e-05,4.246235432832e-01,0,0,0,1,-1.503260446268e+01,0
1.693199999740e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245233394535e-01,4.246146686550e-01,0.000000000000e+00,-9.350868333513e-05,-9.350868333513e-05,-9.350868333513e-05,4.246146762662e-01,0,0,1,1,-1.677334744522e+01,0
1.693599999740e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245234601627e-01,4.246065975983e-01,0.000000000000e+00,-9.421281771438e-05,-9.421281771438e-05,-9.421281768596e-05,4.246066045269e-01,0,0,1,1,-1.841798278567e+01,0
1.693999999740e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245235700442e-01,4.245992504300e-01,0.000000000000e+00,-9.498086325266e-05,-9.498086325266e-05,-9.498086322424e-05,4.245992567371e-01,0,0,0,1,-1.996938997177e+01,0
1.694399999740e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245236700691e-01,4.245925622247e-01,0.000000000000e+00,-9.580915306628e-05,-9.580915306628e-05,-9.580915306628e-05,4.245925679662e-01,0,0,0,1,-2.143073925569e+01,0
1.694799999739e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245237611216e-01,4.245864738805e-01,0.000000000000e+00,-9.669415248936e-05,-9.669415248936e-05,-9.669415248936e-05,4.245864791070e-01,0,0,0,1,-2.280541306673e+01,0
1.695199999739e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245238440063e-01,4.245809315960e-01,0.000000000000e+00,-9.763246407601e-05,-9.763246407601e-05,-9.763246404759e-05,4.245809363537e-01,0,0,1,0,-2.409693949174e+01,0
1.695599999739e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245239194558e-01,4.245758863953e-01,0.000000000000e+00,-9.862083410894e-05,-9.862083410894e-05,-9.862083410894e-05,4.245758907263e-01,0,0,1,0,-2.530893626537e+01,0
1.695999999739e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245239881369e-01,4.245712936952e-01,0.000000000000e+00,-9.965615535634e-05,-9.965615535634e-05,-9.965615535634e-05,4.245712976378e-01,0,0,0,0,-2.644506389166e+01,0
1.696399999738e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245240506568e-01,4.245671129111e-01,0.000000000000e+00,-1.007354657645e-04,-1.007354657645e-04,-1.007354657645e-04,4.245671165001e-01,0,0,0,0,-2.750898668261e+01,0
1.696799999738e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245241075680e-01,4.245633070985e-01,0.000000000000e+00,-1.018559500210e-04,-1.018559500210e-04,-1.018559499926e-04,4.245633103656e-01,0,0,0,0,-2.850434065333e+01,0
1.697199999738e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245241593735e-01,4.245598426263e-01,0.000000000000e+00,-1.030149371672e-04,-1.030149371672e-04,-1.030149371672e-04,4.245598456003e-01,0,0,1,0,-2.943470733233e+01,0
1.697599999738e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245242065313e-01,4.245566888798e-01,0.000000000000e+00,-1.042098976427e-04,-1.042098976427e-04,-1.042098976427e-04,4.245566915871e-01,0,0,1,0,-3.030359266943e+01,0
1.697999999738e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245242494582e-01,4.245538179902e-01,0.000000000000e+00,-1.054384414090e-04,-1.054384414090e-04,-1.054384414090e-04,4.245538204547e-01,0,0,0,0,-3.111441032119e+01,0
1.698399999737e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245242885337e-01,4.245512045881e-01,0.000000000000e+00,-1.066983131750e-04,-1.066983131750e-04,-1.066983131466e-04,4.245512068316e-01,0,0,0,0,-3.187046867840e+01,0
1.698799999737e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245243241033e-01,4.245488255797e-01,0.000000000000e+00,-1.079873848369e-04,-1.079873848369e-04,-1.079873848084e-04,4.245488276220e-01,0,0,0,0,-3.257496109565e+01,0
1.699199999737e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245243564813e-01,4.245466599422e-01,0.000000000000e+00,-1.093036559894e-04,-1.093036559894e-04,-1.093036559610e-04,4.245466618013e-01,0,0,1,0,-3.323095882960e+01,0
1.699599999737e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245243859540e-01,4.245446885385e-01,0.000000000000e+00,-1.106452473891e-04,-1.106452473891e-04,-1.106452473891e-04,4.245446902309e-01,0,0,1,0,-3.384140627409e+01,0
1.699999999736e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245244127820e-01,4.245428939479e-01,0.000000000000e+00,-1.120103924279e-04,-1.120103924279e-04,-1.120103923995e-04,4.245428954885e-01,0,0,0,0,-3.440911812730e+01,0
1.700399999736e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245267984738e-01,4.262152752752e-01,0.000000000000e+00,-1.131122726576e-04,-1.131122726576e-04,-1.131122726292e-04,4.262154159820e-01,0,1,0,1,-2.073828220921e+01,0
1.700799999736e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245290302511e-01,4.260660677950e-01,0.000000000000e+00,-1.137046577355e-04,-1.137046577355e-04,-1.137046577355e-04,4.260661958820e-01,0,1,0,1,-9.287405547322e+00,0
1.701199999736e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245310618599e-01,4.259302426693e-01,0.000000000000e+00,-1.138857425076e-04,-1.138857425076e-04,-1.138857425076e-04,4.259303592682e-01,0,0,1,1,-1.161600126295e-01,0
1.701599999735e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245329112532e-01,4.258065996402e-01,0.000000000000e+00,-1.137400856521e-04,-1.137400856521e-04,-1.137400856237e-04,4.258067057814e-01,0,0,1,1,7.099716474536e+00,0
1.701999999735e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245345947740e-01,4.256940461007e-01,0.000000000000e+00,-1.133401012794e-04,-1.133401012794e-04,-1.133401012510e-04,4.256941427221e-01,0,0,0,1,1.264394476676e+01,0
1.702399999735e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245361272991e-01,4.255915874392e-01,0.000000000000e+00,-1.127475869396e-04,-1.127475869396e-04,-1.127475869396e-04,4.255916753946e-01,0,0,0,1,1.676443652053e+01,0
1.702799999735e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245375223714e-01,4.254983182503e-01,0.000000000000e+00,-1.120150683960e-04,-1.120150683960e-04,-1.120150683960e-04,4.254983983170e-01,0,0,0,1,1.967749699563e+01,0
1.703199999734e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245387923190e-01,4.254134143341e-01,0.000000000000e+00,-1.111869875388e-04,-1.111869875388e-04,-1.111869875103e-04,4.254134872197e-01,0,0,1,1,2.157155611891e+01,0
1.703599999734e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245399483642e-01,4.253361254128e-01,0.000000000000e+00,-1.103007510039e-04,-1.103007510039e-04,-1.103007510039e-04,4.253361917614e-01,0,0,1,1,2.261047918548e+01,0
1.703999999734e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245410007229e-01,4.252657685009e-01,0.000000000000e+00,-1.093876525715e-04,-1.093876525715e-04,-1.093876525715e-04,4.252658288987e-01,0,0,0,1,2.293650309804e+01,0
1.704399999734e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245419586947e-01,4.252017218693e-01,0.000000000000e+00,-1.084736803705e-04,-1.084736803705e-04,-1.084736803705e-04,4.252017768500e-01,0,0,0,1,2.267283914587e+01,0
1.704799999733e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245428307451e-01,4.251434195516e-01,0.000000000000e+00,-1.075802515800e-04,-1.075802515800e-04,-1.075802515516e-04,4.251434696011e-01,0,0,0,1,2.192597893676e+01,0
1.705199999733e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245436245803e-01,4.250903463428e-01,0.000000000000e+00,-1.067248058177e-04,-1.067248058177e-04,-1.067248057893e-04,4.250903919034e-01,0,0,1,0,2.078773616863e+01,0
1.705599999733e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245443472155e-01,4.250420332462e-01,0.000000000000e+00,-1.059213804524e-04,-1.059213804524e-04,-1.059213804240e-04,4.250420747205e-01,0,0,1,0,1.933705342017e+01,0
1.705999999733e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245450050365e-01,4.249980533296e-01,0.000000000000e+00,-1.051810848196e-04,-1.051810848196e-04,-1.051810848196e-04,4.249980910841e-01,0,0,0,0,1.764159999349e+01,0
1.706399999732e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245456038566e-01,4.249580179517e-01,0.000000000000e+00,-1.045125233361e-04,-1.045125233361e-04,-1.045125233077e-04,4.249580523200e-01,0,0,0,0,1.575918403487e+01,0
1.706799999732e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245461489674e-01,4.249215733286e-01,0.000000000000e+00,-1.039221647829e-04,-1.039221647829e-04,-1.039221647545e-04,4.249216046144e-01,0,0,0,0,1.373899964992e+01,0
1.707199999732e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245466451861e-01,4.248883974069e-01,0.000000000000e+00,-1.034146611971e-04,-1.034146611971e-04,-1.034146611687e-04,4.248884258868e-01,0,0,1,0,1.162272747429e+01,0
1.707599999732e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245470968979e-01,4.248581970183e-01,0.000000000000e+00,-1.029931347318e-04,-1.029931347318e-04,-1.029931347318e-04,4.248582229438e-01,0,0,1,0,9.445505170513e+00,0
1.707999999731e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245475080945e-01,4.248307052885e-01,0.000000000000e+00,-1.026594167399e-04,-1.026594167399e-04,-1.026594167115e-04,4.248307288887e-01,0,0,0,0,7.236782508753e+00,0
1.708399999731e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245478824098e-01,4.248056792790e-01,0.000000000000e+00,-1.024142613630e-04,-1.024142613630e-04,-1.024142613346e-04,4.248057007625e-01,0,0,0,0,5.021074100893e+00,0
1.708799999731e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245482231516e-01,4.247828978403e-01,0.000000000000e+00,-1.022575303864e-04,-1.022575303864e-04,-1.022575303864e-04,4.247829173970e-01,0,0,0,0,2.818621421395e+00,0
1.709199999731e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245485333311e-01,4.247621596579e-01,0.000000000000e+00,-1.021883515477e-04,-1.021883515477e-04,-1.021883515477e-04,4.247621774606e-01,0,0,1,0,6.459744667023e-01,0
1.709599999730e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245488156894e-01,4.247432814730e-01,0.000000000000e+00,-1.022052543362e-04,-1.022052543362e-04,-1.022052543078e-04,4.247432976790e-01,0,0,1,0,-1.483497728237e+00,0
1.709999999730e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245490727218e-01,4.247260964632e-01,0.000000000000e+00,-1.023062914385e-04,-1.023062914385e-04,-1.023062914101e-04,4.247261112157e-01,0,0,0,0,-3.559159523506e+00,0
1.710399999730e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245493066998e-01,4.247104527683e-01,0.000000000000e+00,-1.024891372765e-04,-1.024891372765e-04,-1.024891372765e-04,4.247104661976e-01,0,1,0,1,-5.572716769105e+00,0
1.710799999730e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245495196911e-01,4.246962121485e-01,0.000000000000e+00,-1.027511760014e-04,-1.027511760014e-04,-1.027511760014e-04,4.246962243734e-01,0,1,0,1,-7.517874084075e+00,0
1.711199999729e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245497135780e-01,4.246832487625e-01,0.000000000000e+00,-1.030895741110e-04,-1.030895741110e-04,-1.030895741394e-04,4.246832598909e-01,0,0,1,1,-9.390035570225e+00,0
1.711599999729e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245498900739e-01,4.246714480559e-01,0.000000000000e+00,-1.035013445119e-04,-1.035013445119e-04,-1.035013445119e-04,4.246714581862e-01,0,0,1,1,-1.118604384497e+01,0
1.711999999729e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245500507387e-01,4.246607057483e-01,0.000000000000e+00,-1.039833985601e-04,-1.039833985601e-04,-1.039833985317e-04,4.246607149700e-01,0,0,0,1,-1.290395286174e+01,0
1.712399999729e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.245501969922e-01,4.246509269124e-01,0.000000000000e+00,-1.045325895745e-04,-1.045325895745e-04,-1.045325895461e-04,4.246509353070e-01,0,0,0,1,-1.454283049417e+01,0
